11.9177	21.8769	15.4	12.782	5.54399	318.433	23.4063	7.9073	-8.91668	21.1809	-15.4338	25.3873	0.231566	2.70477	2.69484	0.231566	0	972.475	591.387	-666.879	0.102548	-0.115639	0	150.5	0	0	0	0.55	0	100	10000	0	
11.9216	21.8839	15.4	12.782	5.54399	318.46	23.4214	7.9057	-8.92322	21.1816	-15.4338	25.4166	0.23164	2.70564	2.69571	0.23164	0	973.1	591.387	-667.504	0.102548	-0.115747	0	150.5	0	0	0	0.55	0	100	10000	0	
11.9254	21.8909	15.4	12.782	5.54399	318.487	23.4366	7.90409	-8.92976	21.1822	-15.4338	25.4459	0.231715	2.70651	2.69657	0.231715	0	973.724	591.387	-668.128	0.102548	-0.115855	0	150.5	0	0	0	0.55	0	100	10000	0	
11.9291	21.8976	15.4	12.782	5.54399	318.512	23.4509	7.90255	-8.93601	21.1828	-15.4338	25.4739	0.231786	2.70734	2.6974	0.231786	0	974.322	591.387	-668.726	0.102548	-0.115959	0	150.5	0	0	0	0.55	0	100	10000	0	
11.9327	21.9044	15.4	12.782	5.54399	318.538	23.4653	7.90101	-8.94225	21.1834	-15.4338	25.5019	0.231857	2.70817	2.69823	0.231857	0	974.92	591.387	-669.324	0.102548	-0.116063	0	150.5	0	0	0	0.55	0	100	10000	0	
11.9362	21.9108	15.4	12.782	5.54399	318.562	23.4789	7.89953	-8.94822	21.184	-15.4338	25.5287	0.231925	2.70896	2.69902	0.231925	0	975.492	591.387	-669.896	0.102548	-0.116162	0	150.5	0	0	0	0.55	0	100	10000	0	
11.9397	21.9172	15.4	12.782	5.54399	318.586	23.4925	7.89806	-8.95419	21.1846	-15.4338	25.5555	0.231993	2.70976	2.69981	0.231993	0	976.064	591.387	-670.468	0.102548	-0.116261	0	150.5	0	0	0	0.55	0	100	10000	0	
11.9431	21.9234	15.4	12.782	5.54399	318.609	23.5055	7.89665	-8.9599	21.1852	-15.4338	25.5811	0.232058	2.71052	2.70057	0.232058	0	976.611	591.387	-671.015	0.102548	-0.116356	0	150.5	0	0	0	0.55	0	100	10000	0	
11.9464	21.9295	15.4	12.782	5.54399	318.632	23.5185	7.89523	-8.9656	21.1858	-15.4338	25.6068	0.232123	2.71128	2.70132	0.232123	0	977.159	591.387	-671.562	0.102548	-0.116451	0	150.5	0	0	0	0.55	0	100	10000	0	
11.9496	21.9354	15.4	12.782	5.54399	318.655	23.5308	7.89388	-8.97106	21.1863	-15.4338	25.6313	0.232185	2.712	2.70205	0.232185	0	977.682	591.387	-672.086	0.102548	-0.116541	0	150.5	0	0	0	0.55	0	100	10000	0	
11.9528	21.9412	15.4	12.782	5.54399	318.677	23.5431	7.89253	-8.97651	21.1869	-15.4338	25.6558	0.232247	2.71273	2.70277	0.232247	0	978.206	591.387	-672.61	0.102548	-0.116632	0	150.5	0	0	0	0.55	0	100	10000	0	
11.9559	21.9469	15.4	12.782	5.54399	318.698	23.5548	7.89123	-8.98172	21.1874	-15.4338	25.6793	0.232307	2.71342	2.70346	0.232307	0	978.707	591.387	-673.111	0.102548	-0.116719	0	150.5	0	0	0	0.55	0	100	10000	0	
11.9589	21.9525	15.4	12.782	5.54399	318.719	23.5666	7.88994	-8.98693	21.1879	-15.4338	25.7028	0.232366	2.71412	2.70415	0.232366	0	979.208	591.387	-673.612	0.102548	-0.116806	0	150.5	0	0	0	0.55	0	100	10000	0	
11.9607	21.9557	15.4	12.782	5.54399	318.731	23.5733	7.88919	-8.98994	21.1882	-15.4338	25.7163	0.2324	2.71452	2.70455	0.2324	0	979.497	591.387	-673.901	0.102548	-0.116856	0	150.5	0	0	0	0.55	0	100	10000	0	
11.9625	21.959	15.4	12.782	5.54399	318.743	23.58	7.88844	-8.99295	21.1885	-15.4338	25.7299	0.232435	2.71492	2.70495	0.232435	0	979.786	591.387	-674.19	0.102548	-0.116906	0	150.5	0	0	0	0.55	0	100	10000	0	
11.9642	21.9621	15.4	12.782	5.54399	318.755	23.5865	7.88773	-8.99582	21.1888	-15.4338	25.7428	0.232468	2.7153	2.70533	0.232468	0	980.063	591.387	-674.467	0.102548	-0.116954	0	150.5	0	0	0	0.55	0	100	10000	0	
11.9658	21.9652	15.4	12.782	5.54399	318.767	23.5929	7.88701	-8.99869	21.1891	-15.4338	25.7558	0.2325	2.71569	2.70572	0.2325	0	980.34	591.387	-674.744	0.102548	-0.117002	0	150.5	0	0	0	0.55	0	100	10000	0	
11.9682	21.9696	15.4	12.782	5.54399	318.786	23.6034	7.88558	-9.00312	21.1882	-15.4328	25.7754	0.232547	2.71623	2.70626	0.232547	0	980.731	591.349	-675.155	0.102542	-0.117074	0	150.5	0	0	0	0.55	0	100	10000	0	
11.9706	21.9739	15.4	12.782	5.54399	318.805	23.6138	7.88416	-9.00754	21.1873	-15.4318	25.795	0.232593	2.71677	2.7068	0.232593	0	981.122	591.312	-675.565	0.102535	-0.117145	0	150.5	0	0	0	0.55	0	100	10000	0	
11.8664	21.7826	15.4	12.782	5.54399	318.068	23.1447	7.92473	-8.82833	21.1781	-15.4299	25.0252	0.231731	2.69321	2.68322	0.231731	0	964.479	591.253	-658.933	0.102516	-0.114252	0	150.25	0	0	0	0.55	0	100	10000	0	
11.7621	21.5912	15.4	12.782	5.54399	317.33	22.6756	7.96529	-8.64913	21.1688	-15.428	24.2553	0.230869	2.66965	2.65965	0.230869	0	947.836	591.194	-642.3	0.102498	-0.111359	0	150	0	0	0	0.55	0	100	10000	0	
11.6489	21.3834	15.4	12.782	5.54399	316.535	22.1686	8.00807	-8.45541	21.1805	-15.428	23.4482	0.23222	2.64427	2.63405	0.23222	0	930.074	591.2	-624.494	0.102473	-0.108245	0	149.25	0	0	0	0.55	0	100	10000	0	
11.5357	21.1756	15.4	12.782	5.54399	315.74	21.6616	8.05085	-8.26169	21.1922	-15.4281	22.6412	0.233572	2.61889	2.60845	0.233572	0	912.313	591.206	-606.689	0.102448	-0.105131	0	148.5	0	0	0	0.55	0	100	10000	0	
11.5246	21.1552	15.4	12.782	5.54399	315.682	21.6253	8.05155	-8.2455	21.2337	-15.4294	22.6227	0.238227	2.61682	2.60594	0.238227	0	911.184	591.247	-605.489	0.102419	-0.104887	0	147.5	0	0	0	0.55	0	100	10000	0	
11.5135	21.1348	15.4	12.782	5.54399	315.623	21.589	8.05225	-8.22932	21.2751	-15.4307	22.6042	0.242881	2.61474	2.60343	0.242881	0	910.055	591.288	-604.29	0.102391	-0.104643	0	146.5	0	0	0	0.55	0	100	10000	0	
11.507	21.1228	15.4	12.782	5.54399	315.602	21.5816	8.05079	-8.22163	21.3196	-15.4313	22.6241	0.247814	2.61374	2.60196	0.247814	0	909.687	591.307	-603.854	0.102358	-0.10453	0	145.5	0	0	0	0.55	0	100	10000	0	
11.5005	21.1109	15.4	12.782	5.54399	315.58	21.5742	8.04932	-8.21394	21.3641	-15.4319	22.644	0.252746	2.61274	2.60048	0.252746	0	909.318	591.326	-603.419	0.102324	-0.104417	0	144.5	0	0	0	0.55	0	100	10000	0	
11.4933	21.0978	15.4	12.782	5.54399	315.556	21.5661	8.04773	-8.20554	21.411	-15.4321	22.6639	0.25786	2.61165	2.59887	0.25786	0	908.895	591.333	-602.929	0.102287	-0.104293	0	143.5	0	0	0	0.55	0	100	10000	0	
11.4862	21.0848	15.4	12.782	5.54399	315.533	21.5579	8.04614	-8.19715	21.4579	-15.4324	22.6839	0.262973	2.61055	2.59727	0.262973	0	908.472	591.34	-602.439	0.102251	-0.10417	0	142.5	0	0	0	0.55	0	100	10000	0	
11.4786	21.0707	15.4	12.782	5.54399	315.507	21.549	8.04447	-8.18806	21.5076	-15.4325	22.7042	0.268273	2.60938	2.59554	0.268273	0	908.002	591.343	-601.899	0.102212	-0.104037	0	141.5	0	0	0	0.55	0	100	10000	0	
11.4709	21.0567	15.4	12.782	5.54399	315.481	21.5401	8.0428	-8.17897	21.5574	-15.4326	22.7245	0.273574	2.6082	2.59381	0.273574	0	907.532	591.346	-601.358	0.102173	-0.103903	0	140.5	0	0	0	0.55	0	100	10000	0	
11.4627	21.0417	15.4	12.782	5.54399	315.453	21.5303	8.04105	-8.16921	21.6102	-15.4326	22.7454	0.279067	2.60695	2.59196	0.279067	0	907.02	591.346	-600.771	0.102133	-0.103761	0	139.5	0	0	0	0.55	0	100	10000	0	
11.4546	21.0266	15.4	12.782	5.54399	315.425	21.5206	8.0393	-8.15945	21.6629	-15.4326	22.7663	0.28456	2.6057	2.59011	0.28456	0	906.507	591.346	-600.184	0.102093	-0.103619	0	138.5	0	0	0	0.55	0	100	10000	0	
11.4458	21.0106	15.4	12.782	5.54399	315.395	21.5101	8.03749	-8.14898	21.719	-15.4325	22.7878	0.290252	2.60437	2.58813	0.290252	0	905.951	591.345	-599.547	0.102051	-0.103467	0	137.5	0	0	0	0.55	0	100	10000	0	
11.4371	20.9946	15.4	12.782	5.54399	315.364	21.4995	8.03567	-8.1385	21.775	-15.4325	22.8092	0.295944	2.60304	2.58616	0.295944	0	905.395	591.343	-598.91	0.10201	-0.103315	0	136.5	0	0	0	0.55	0	100	10000	0	
11.4278	20.9775	15.4	12.782	5.54399	315.331	21.488	8.03379	-8.12727	21.8344	-15.4324	22.8312	0.301839	2.60164	2.58405	0.301839	0	904.792	591.34	-598.221	0.101967	-0.103154	0	135.5	0	0	0	0.55	0	100	10000	0	
11.4185	20.9604	15.4	12.782	5.54399	315.298	21.4766	8.03191	-8.11605	21.8938	-15.4322	22.8533	0.307734	2.60023	2.58195	0.307734	0	904.189	591.337	-597.531	0.101925	-0.102993	0	134.5	0	0	0	0.55	0	100	10000	0	
11.4086	20.9422	15.4	12.782	5.54399	315.263	21.4641	8.02997	-8.10402	21.9568	-15.4321	22.8758	0.313838	2.59874	2.57971	0.313838	0	903.536	591.333	-596.785	0.101881	-0.102821	0	133.5	0	0	0	0.55	0	100	10000	0	
11.3987	20.924	15.4	12.782	5.54399	315.227	21.4516	8.02803	-8.09199	22.0198	-15.4319	22.8983	0.319941	2.59726	2.57747	0.319941	0	902.883	591.328	-596.039	0.101838	-0.102649	0	132.5	0	0	0	0.55	0	100	10000	0	
11.3881	20.9047	15.4	12.782	5.54399	315.189	21.438	8.02604	-8.07912	22.0866	-15.4316	22.9213	0.326258	2.59569	2.57508	0.326258	0	902.178	591.322	-595.232	0.101793	-0.102467	0	131.5	0	0	0	0.55	0	100	10000	0	
11.3776	20.8853	15.4	12.782	5.54399	315.15	21.4245	8.02404	-8.06625	22.1533	-15.4314	22.9443	0.332575	2.59412	2.5727	0.332575	0	901.472	591.316	-594.426	0.101749	-0.102284	0	130.5	0	0	0	0.55	0	100	10000	0	
11.3664	20.8648	15.4	12.782	5.54399	315.109	21.4098	8.02198	-8.05251	22.2239	-15.4311	22.9678	0.33911	2.59246	2.57017	0.33911	0	900.713	591.308	-593.558	0.101704	-0.102091	0	129.5	0	0	0	0.55	0	100	10000	0	
11.3552	20.8443	15.4	12.782	5.54399	315.067	21.3951	8.01992	-8.03877	22.2946	-15.4308	22.9913	0.345645	2.59081	2.56764	0.345645	0	899.953	591.301	-592.69	0.101659	-0.101898	0	128.5	0	0	0	0.55	0	100	10000	0	
11.3434	20.8225	15.4	12.782	5.54399	315.023	21.3793	8.0178	-8.02414	22.3693	-15.4305	23.0154	0.352405	2.58908	2.56496	0.352405	0	899.139	591.292	-591.759	0.101614	-0.101695	0	127.5	0	0	0	0.55	0	100	10000	0	
11.3315	20.8008	15.4	12.782	5.54399	314.978	21.3634	8.01568	-8.00952	22.444	-15.4301	23.0395	0.359164	2.58735	2.56229	0.359164	0	898.325	591.284	-590.829	0.101569	-0.101491	0	126.5	0	0	0	0.55	0	100	10000	0	
11.319	20.7778	15.4	12.782	5.54399	314.93	21.3464	8.0135	-7.994	22.523	-15.4298	23.0644	0.366152	2.58554	2.55946	0.366152	0	897.458	591.275	-589.835	0.101524	-0.101277	0	125.5	0	0	0	0.55	0	100	10000	0	
11.3065	20.7549	15.4	12.782	5.54399	314.882	21.3294	8.01132	-7.97849	22.602	-15.4294	23.0892	0.373141	2.58373	2.55663	0.373141	0	896.591	591.266	-588.842	0.101479	-0.101063	0	124.5	0	0	0	0.55	0	100	10000	0	
11.2934	20.7308	15.4	12.782	5.54399	314.831	21.3112	8.00908	-7.96209	22.6854	-15.4291	23.1149	0.380364	2.58185	2.55366	0.380364	0	895.672	591.257	-587.787	0.101435	-0.10084	0	123.5	0	0	0	0.55	0	100	10000	0	
11.2802	20.7066	15.4	12.782	5.54399	314.78	21.293	8.00684	-7.94569	22.7688	-15.4287	23.1406	0.387588	2.57998	2.55068	0.387588	0	894.752	591.248	-586.732	0.10139	-0.100616	0	122.5	0	0	0	0.55	0	100	10000	0	
11.2664	20.6813	15.4	12.782	5.54399	314.726	21.2737	8.00453	-7.92839	22.8569	-15.4284	23.1673	0.395052	2.57803	2.54756	0.395052	0	893.781	591.239	-585.615	0.101347	-0.100383	0	121.5	0	0	0	0.55	0	100	10000	0	
11.2526	20.6559	15.4	12.782	5.54399	314.672	21.2543	8.00222	-7.9111	22.9449	-15.4282	23.194	0.402517	2.57609	2.54444	0.402517	0	892.81	591.231	-584.498	0.101303	-0.10015	0	120.5	0	0	0	0.55	0	100	10000	0	
11.2381	20.6293	15.4	12.782	5.54399	314.614	21.2337	7.99985	-7.89288	23.0378	-15.4279	23.2218	0.410228	2.57409	2.54116	0.410228	0	891.786	591.223	-583.317	0.101262	-0.0999076	0	119.5	0	0	0	0.55	0	100	10000	0	
11.2237	20.6028	15.4	12.782	5.54399	314.557	21.2131	7.99749	-7.87467	23.1306	-15.4277	23.2495	0.417939	2.57209	2.53789	0.417939	0	890.762	591.216	-582.136	0.10122	-0.0996653	0	118.5	0	0	0	0.55	0	100	10000	0	
11.2085	20.5749	15.4	12.782	5.54399	314.495	21.1912	7.99506	-7.8555	23.2285	-15.4275	23.2782	0.4259	2.57003	2.53446	0.4259	0	889.683	591.209	-580.888	0.10118	-0.0994136	0	117.5	0	0	0	0.55	0	100	10000	0	
11.1933	20.5471	15.4	12.782	5.54399	314.434	21.1692	7.99264	-7.83633	23.3264	-15.4273	23.3069	0.433862	2.56797	2.53103	0.433862	0	888.603	591.202	-579.64	0.10114	-0.0991618	0	116.5	0	0	0	0.55	0	100	10000	0	
11.1775	20.518	15.4	12.782	5.54399	314.369	21.1459	7.99017	-7.81615	23.4294	-15.4271	23.3365	0.44208	2.56585	2.52745	0.44208	0	887.465	591.196	-578.32	0.101102	-0.0989005	0	115.5	0	0	0	0.55	0	100	10000	0	
11.1616	20.4888	15.4	12.782	5.54399	314.304	21.1226	7.9877	-7.79598	23.5324	-15.427	23.366	0.450298	2.56373	2.52386	0.450298	0	886.326	591.19	-576.999	0.101065	-0.0986391	0	114.5	0	0	0	0.55	0	100	10000	0	
11.145	20.4583	15.4	12.782	5.54399	314.235	21.0977	7.98519	-7.77474	23.6407	-15.4268	23.3963	0.458776	2.56155	2.5201	0.458776	0	885.123	591.183	-575.601	0.10103	-0.0983677	0	113.5	0	0	0	0.55	0	100	10000	0	
11.1283	20.4278	15.4	12.782	5.54399	314.165	21.0728	7.98268	-7.7535	23.749	-15.4267	23.4265	0.467253	2.55937	2.51634	0.467253	0	883.919	591.176	-574.203	0.100996	-0.0980962	0	112.5	0	0	0	0.55	0	100	10000	0	
11.111	20.3959	15.4	12.782	5.54399	314.092	21.0462	7.98014	-7.73114	23.8628	-15.4265	23.4572	0.475996	2.55714	2.51241	0.475996	0	882.647	591.169	-572.722	0.100965	-0.0978145	0	111.5	0	0	0	0.55	0	100	10000	0	
11.0936	20.364	15.4	12.782	5.54399	314.018	21.0196	7.97759	-7.70878	23.9766	-15.4264	23.488	0.484738	2.5549	2.50848	0.484738	0	881.375	591.161	-571.241	0.100934	-0.0975329	0	110.5	0	0	0	0.55	0	100	10000	0	
11.0754	20.3307	15.4	12.782	5.54399	313.94	20.9913	7.97503	-7.68527	24.096	-15.4262	23.5192	0.493749	2.55262	2.50437	0.493749	0	880.032	591.153	-569.673	0.100907	-0.097241	0	109.5	0	0	0	0.55	0	100	10000	0	
11.0573	20.2973	15.4	12.782	5.54399	313.861	20.9629	7.97246	-7.66176	24.2154	-15.426	23.5503	0.50276	2.55033	2.50027	0.50276	0	878.688	591.144	-568.106	0.100881	-0.0969491	0	108.5	0	0	0	0.55	0	100	10000	0	
11.0383	20.2625	15.4	12.782	5.54399	313.778	20.9326	7.96987	-7.63707	24.3406	-15.4258	23.5818	0.512046	2.548	2.49598	0.512046	0	877.271	591.134	-566.449	0.100859	-0.0966473	0	107.5	0	0	0	0.55	0	100	10000	0	
11.0194	20.2277	15.4	12.782	5.54399	313.695	20.9024	7.96729	-7.61238	24.4658	-15.4256	23.6133	0.521331	2.54567	2.4917	0.521331	0	875.854	591.125	-564.792	0.100838	-0.0963455	0	106.5	0	0	0	0.55	0	100	10000	0	
10.9996	20.1915	15.4	12.782	5.54399	313.607	20.8702	7.9647	-7.5865	24.597	-15.4254	23.6452	0.530896	2.54331	2.48724	0.530896	0	874.363	591.114	-563.044	0.100822	-0.0960345	0	105.5	0	0	0	0.55	0	100	10000	0	
10.9799	20.1553	15.4	12.782	5.54399	313.518	20.838	7.96211	-7.56062	24.7281	-15.4252	23.6771	0.540462	2.54094	2.48278	0.540462	0	872.872	591.103	-561.297	0.100807	-0.0957235	0	104.5	0	0	0	0.55	0	100	10000	0	
10.9594	20.1177	15.4	12.782	5.54399	313.425	20.8038	7.95952	-7.53356	24.8654	-15.425	23.7093	0.550313	2.53856	2.47815	0.550313	0	871.309	591.093	-559.459	0.100799	-0.0954041	0	103.5	0	0	0	0.55	0	100	10000	0	
10.939	20.0801	15.4	12.782	5.54399	313.331	20.7697	7.95694	-7.5065	25.0027	-15.4248	23.7416	0.560164	2.53617	2.47352	0.560164	0	869.746	591.082	-557.62	0.10079	-0.0950847	0	102.5	0	0	0	0.55	0	100	10000	0	
10.9177	20.0412	15.4	12.782	5.54399	313.232	20.7335	7.95438	-7.47825	25.1465	-15.4247	23.7743	0.570309	2.53379	2.46872	0.570309	0	868.113	591.073	-555.692	0.100791	-0.0947579	0	101.5	0	0	0	0.55	0	100	10000	0	
10.8965	20.0023	15.4	12.782	5.54399	313.134	20.6973	7.95183	-7.45001	25.2902	-15.4245	23.8069	0.580453	2.5314	2.46393	0.580453	0	866.48	591.064	-553.763	0.100792	-0.0944311	0	100.5	0	0	0	0.55	0	100	10000	0	
10.8746	19.9621	15.4	12.782	5.54399	313.029	20.659	7.94932	-7.42059	25.4405	-15.4245	23.8401	0.590898	2.52902	2.45897	0.590898	0	864.779	591.058	-551.744	0.100803	-0.094098	0	99.5	0	0	0	0.55	0	100	10000	0	
10.8527	19.9219	15.4	12.782	5.54399	312.925	20.6207	7.94681	-7.39118	25.5908	-15.4244	23.8733	0.601344	2.52665	2.45402	0.601344	0	863.078	591.051	-549.725	0.100814	-0.0937649	0	98.5	0	0	0	0.55	0	100	10000	0	
10.8301	19.8804	15.4	12.782	5.54399	312.815	20.5802	7.94436	-7.36057	25.7479	-15.4245	23.9068	0.612096	2.5243	2.44891	0.612096	0	861.307	591.047	-547.613	0.100836	-0.093426	0	97.5	0	0	0	0.55	0	100	10000	0	
10.8075	19.8389	15.4	12.782	5.54399	312.705	20.5398	7.94191	-7.32996	25.905	-15.4245	23.9403	0.622848	2.52195	2.4438	0.622848	0	859.535	591.043	-545.5	0.100859	-0.0930872	0	96.5	0	0	0	0.55	0	100	10000	0	
10.7842	19.7962	15.4	12.782	5.54399	312.589	20.497	7.93951	-7.29816	26.0688	-15.4245	23.9741	0.633914	2.51964	2.43853	0.633914	0	857.69	591.037	-543.292	0.100894	-0.0927434	0	95.5	0	0	0	0.55	0	100	10000	0	
10.761	19.7534	15.4	12.782	5.54399	312.474	20.4543	7.93711	-7.26636	26.2326	-15.4246	24.0079	0.644979	2.51733	2.43327	0.644979	0	855.845	591.032	-541.085	0.100929	-0.0923996	0	94.5	0	0	0	0.55	0	100	10000	0	
10.737	19.7095	15.4	12.782	5.54399	312.352	20.4093	7.93475	-7.23341	26.4033	-15.4247	24.0421	0.656368	2.51508	2.42785	0.656368	0	853.928	591.024	-538.783	0.100978	-0.0920525	0	93.5	0	0	0	0.55	0	100	10000	0	
10.7131	19.6655	15.4	12.782	5.54399	312.231	20.3643	7.93239	-7.20046	26.574	-15.4248	24.0763	0.667756	2.51282	2.42244	0.667756	0	852.012	591.016	-536.482	0.101028	-0.0917053	0	92.5	0	0	0	0.55	0	100	10000	0	
10.6885	19.6205	15.4	12.782	5.54399	312.103	20.317	7.93011	-7.16638	26.7519	-15.4249	24.1109	0.679478	2.51065	2.41689	0.679478	0	850.026	591.007	-534.087	0.101093	-0.0913562	0	91.5	0	0	0	0.55	0	100	10000	0	
10.664	19.5754	15.4	12.782	5.54399	311.976	20.2698	7.92783	-7.1323	26.9297	-15.425	24.1455	0.691199	2.50848	2.41134	0.691199	0	848.041	590.998	-531.692	0.101158	-0.091007	0	90.5	0	0	0	0.55	0	100	10000	0	
10.6389	19.5293	15.4	12.782	5.54399	311.843	20.2203	7.92563	-7.0971	27.1148	-15.4252	24.1805	0.703264	2.50642	2.40566	0.703264	0	845.987	590.987	-529.205	0.101242	-0.0906573	0	89.5	0	0	0	0.55	0	100	10000	0	
10.6138	19.4832	15.4	12.782	5.54399	311.709	20.1708	7.92344	-7.06191	27.2999	-15.4253	24.2156	0.715329	2.50436	2.39998	0.715329	0	843.933	590.975	-526.717	0.101325	-0.0903077	0	88.5	0	0	0	0.55	0	100	10000	0	
10.5882	19.4363	15.4	12.782	5.54399	311.57	20.119	7.92139	-7.02566	27.4927	-15.4256	24.2513	0.727754	2.50244	2.3942	0.727754	0	841.822	590.968	-524.141	0.10143	-0.0899598	0	87.5	0	0	0	0.55	0	100	10000	0	
10.5626	19.3893	15.4	12.782	5.54399	311.43	20.0673	7.91934	-6.98942	27.6855	-15.426	24.2869	0.740178	2.50052	2.38842	0.740178	0	839.71	590.96	-521.566	0.101535	-0.089612	0	86.5	0	0	0	0.55	0	100	10000	0	
10.5366	19.3416	15.4	12.782	5.54399	311.285	20.0131	7.91748	-6.95216	27.8864	-15.4266	24.3234	0.752977	2.49877	2.38254	0.752977	0	837.544	590.957	-518.905	0.101664	-0.0892679	0	85.5	0	0	0	0.55	0	100	10000	0	
10.5106	19.2939	15.4	12.782	5.54399	311.139	19.959	7.91561	-6.91491	28.0873	-15.4272	24.3598	0.765776	2.49703	2.37667	0.765776	0	835.378	590.954	-516.244	0.101794	-0.0889239	0	84.5	0	0	0	0.55	0	100	10000	0	
10.4843	19.2455	15.4	12.782	5.54399	310.988	19.9027	7.91391	-6.87665	28.2962	-15.4278	24.3969	0.778963	2.49548	2.3707	0.778963	0	833.153	590.95	-513.495	0.101949	-0.0885848	0	83.5	0	0	0	0.55	0	100	10000	0	
10.4579	19.1971	15.4	12.782	5.54399	310.836	19.8464	7.9122	-6.8384	28.505	-15.4285	24.434	0.792149	2.49393	2.36474	0.792149	0	830.928	590.946	-510.745	0.102104	-0.0882456	0	82.5	0	0	0	0.55	0	100	10000	0	
